StudentID,year,class,student_department,course_code,course_name,semester,hours_per_week,course_credit,faculty_id,faculty_department,assigned_room,room_department,Block,assigned_lab,lab_machines
S0154,3,D,CSE,C0306,Software Engineering,5,5,3,F0004,CSE,164,Physics,H,,
S0154,3,D,CSE,C0306,Software Engineering,5,5,3,F0004,CSE,164,Economics,G,,
S0154,3,D,CSE,C0306,Software Engineering,5,5,3,F0004,CSE,164,English,B,,
S0154,3,D,CSE,C0279,Computer Networks,8,3,5,F0467,CSE,206,Physics,C,LAB-146,95.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Electronics,H,LAB-178,114.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Electronics,H,LAB-178,35.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Electronics,H,LAB-178,39.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Electronics,H,LAB-178,33.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,English,B,LAB-178,114.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,English,B,LAB-178,35.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,English,B,LAB-178,39.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,English,B,LAB-178,33.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Chemical,C,LAB-178,114.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Chemical,C,LAB-178,35.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Chemical,C,LAB-178,39.0
S0154,3,D,CSE,C0828,Structural Analysis,5,3,5,F0565,CSE,103,Chemical,C,LAB-178,33.0
S0154,3,D,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Chemistry,H,,
S0154,3,D,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Electrical,H,,
S0154,3,D,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Chemistry,F,,
S0154,3,D,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Physics,C,,
S0154,3,D,CSE,C0101,Cyber Security,3,4,4,F0168,CSE,502,Electronics,E,,
S0154,3,D,CSE,C0101,Cyber Security,3,4,4,F0168,CSE,502,Chemistry,D,,
S0154,3,D,CSE,C0101,Cyber Security,3,4,4,F0168,CSE,502,Electronics,C,,
S0155,3,D,CSE,C0348,Fluid Mechanics,3,6,3,F0005,CSE,464,Economics,A,,
S0155,3,D,CSE,C0348,Fluid Mechanics,3,6,3,F0005,CSE,464,Physics,C,,
S0155,3,D,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,Mathematics,H,,
S0155,3,D,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,English,H,,
S0155,3,D,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,Electronics,E,,
S0155,3,D,CSE,C0237,Software Engineering,6,3,5,F0820,CSE,367,Electronics,G,,
S0155,3,D,CSE,C0237,Software Engineering,6,3,5,F0820,CSE,367,Mechanical,A,,
S0155,3,D,CSE,C0237,Software Engineering,6,3,5,F0820,CSE,367,Chemical,C,,
S0155,3,D,CSE,C0388,Machine Learning,3,3,3,F0185,CSE,201,Civil,H,,
S0155,3,D,CSE,C0388,Machine Learning,3,3,3,F0185,CSE,201,Electronics,C,,
S0155,3,D,CSE,C0388,Machine Learning,3,3,3,F0185,CSE,201,Electronics,C,,
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,80.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,47.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,24.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,54.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,100.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,80.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,47.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,24.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,54.0
S0156,4,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,100.0
S0156,4,D,CHEM,C0061,Database Systems,7,6,4,F0718,CHEM,217,Civil,E,,
S0156,4,D,CHEM,C0061,Database Systems,7,6,4,F0718,CHEM,217,Mechanical,H,,
S0156,4,D,CHEM,C0061,Database Systems,7,6,4,F0718,CHEM,217,Management,G,,
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Computer Science,F,LAB-106,39.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Computer Science,F,LAB-106,113.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Computer Science,F,LAB-106,55.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Civil,B,LAB-106,39.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Civil,B,LAB-106,113.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Civil,B,LAB-106,55.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Management,G,LAB-106,39.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Management,G,LAB-106,113.0
S0156,4,D,CHEM,C0085,Algorithms,1,5,4,F0125,CHEM,436,Management,G,LAB-106,55.0
S0156,4,D,CHEM,C0129,Digital Electronics,6,4,3,F0483,CHEM,486,Economics,E,,
S0156,4,D,CHEM,C0129,Digital Electronics,6,4,3,F0483,CHEM,486,Mathematics,E,,
S0156,4,D,CHEM,C0173,Fluid Mechanics,5,5,2,F0600,CHEM,223,Computer Science,H,LAB-21,18.0
S0156,4,D,CHEM,C0173,Fluid Mechanics,5,5,2,F0600,CHEM,223,Computer Science,H,LAB-21,111.0
S0156,4,D,CHEM,C0173,Fluid Mechanics,5,5,2,F0600,CHEM,223,Mechanical,E,LAB-21,18.0
S0156,4,D,CHEM,C0173,Fluid Mechanics,5,5,2,F0600,CHEM,223,Mechanical,E,LAB-21,111.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Chemical,C,LAB-213,74.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Chemical,C,LAB-213,29.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Chemical,C,LAB-213,96.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Chemical,C,LAB-213,39.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Chemical,C,LAB-213,116.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Civil,B,LAB-213,74.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Civil,B,LAB-213,29.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Civil,B,LAB-213,96.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Civil,B,LAB-213,39.0
S0157,4,D,CIVIL,C0764,Algorithms,1,2,3,F0800,CIVIL,487,Civil,B,LAB-213,116.0
S0157,4,D,CIVIL,C0899,Compiler Design,4,3,2,F0140,CIVIL,319,Chemistry,C,,
S0157,4,D,CIVIL,C0899,Compiler Design,4,3,2,F0140,CIVIL,319,Computer Science,A,,
S0157,4,D,CIVIL,C0899,Compiler Design,4,3,2,F0140,CIVIL,319,Management,F,,
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,English,A,LAB-195,100.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,English,A,LAB-195,38.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,English,A,LAB-195,77.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,English,A,LAB-195,43.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,English,A,LAB-195,70.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,Physics,G,LAB-195,100.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,Physics,G,LAB-195,38.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,Physics,G,LAB-195,77.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,Physics,G,LAB-195,43.0
S0157,4,D,CIVIL,C0935,Digital Electronics,8,5,4,F0881,CIVIL,252,Physics,G,LAB-195,70.0
S0157,4,D,CIVIL,C0278,Algorithms,7,4,5,F0316,CIVIL,304,Chemical,B,LAB-155,75.0
S0157,4,D,CIVIL,C0278,Algorithms,7,4,5,F0316,CIVIL,304,Chemical,B,LAB-155,100.0
S0157,4,D,CIVIL,C0278,Algorithms,7,4,5,F0316,CIVIL,304,Chemical,B,LAB-155,46.0
S0157,4,D,CIVIL,C0278,Algorithms,7,4,5,F0316,CIVIL,304,Chemical,B,LAB-155,68.0
S0157,4,D,CIVIL,C0278,Algorithms,7,4,5,F0316,CIVIL,304,Chemical,B,LAB-155,26.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,73.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,105.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,66.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,16.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,94.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,61.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,75.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,G,LAB-112,75.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,73.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,105.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,66.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,16.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,94.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,61.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,75.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Chemistry,H,LAB-112,75.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,73.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,105.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,66.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,16.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,94.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,61.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,75.0
S0157,4,D,CIVIL,C0821,Software Engineering,4,2,5,F0252,CIVIL,337,Electrical,C,LAB-112,75.0
S0158,3,D,MECH,C0367,Circuit Theory,5,3,2,F0335,MECH,593,Mechanical,D,,
S0158,3,D,MECH,C0367,Circuit Theory,5,3,2,F0335,MECH,593,Biotechnology,F,,
S0158,3,D,MECH,C0646,Computer Networks,1,6,4,F0975,MECH,139,Biotechnology,F,,
S0158,3,D,MECH,C0646,Computer Networks,1,6,4,F0975,MECH,139,Biotechnology,B,,
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Management,D,LAB-210,70.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Management,D,LAB-210,11.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Management,D,LAB-210,69.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Management,D,LAB-210,60.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Management,D,LAB-210,118.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,G,LAB-210,70.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,G,LAB-210,11.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,G,LAB-210,69.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,G,LAB-210,60.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,G,LAB-210,118.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Computer Science,A,LAB-210,70.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Computer Science,A,LAB-210,11.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Computer Science,A,LAB-210,69.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Computer Science,A,LAB-210,60.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Computer Science,A,LAB-210,118.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,F,LAB-210,70.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,F,LAB-210,11.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,F,LAB-210,69.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,F,LAB-210,60.0
S0158,3,D,MECH,C0813,Mobile Computing,6,4,4,F0231,MECH,355,Mechanical,F,LAB-210,118.0
S0158,3,D,MECH,C0247,Thermodynamics,8,4,3,F0832,MECH,120,Mathematics,A,,
S0158,3,D,MECH,C0247,Thermodynamics,8,4,3,F0832,MECH,120,Mechanical,B,,
S0159,3,B,CHEM,C0094,Artificial Intelligence,1,4,3,F0698,CHEM,284,Electrical,B,,
S0159,3,B,CHEM,C0094,Artificial Intelligence,1,4,3,F0698,CHEM,284,Biotechnology,A,,
S0159,3,B,CHEM,C0094,Artificial Intelligence,1,4,3,F0698,CHEM,284,English,F,,
S0159,3,B,CHEM,C0094,Artificial Intelligence,1,4,3,F0698,CHEM,284,Chemistry,G,,
S0159,3,B,CHEM,C0820,Organic Chemistry,4,2,3,F0313,CHEM,180,Electrical,D,,
S0159,3,B,CHEM,C0385,Operating Systems,6,2,4,F0249,CHEM,153,Computer Science,D,,
S0159,3,B,CHEM,C0385,Operating Systems,6,2,4,F0249,CHEM,153,Chemistry,C,,
S0159,3,B,CHEM,C0385,Operating Systems,6,2,4,F0249,CHEM,153,Civil,B,,
S0159,3,B,CHEM,C0385,Operating Systems,6,2,4,F0249,CHEM,153,Electrical,F,,
S0159,3,B,CHEM,C0129,Digital Electronics,6,4,3,F0483,CHEM,486,Economics,E,,
S0159,3,B,CHEM,C0129,Digital Electronics,6,4,3,F0483,CHEM,486,Mathematics,E,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Electronics,C,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Electrical,E,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Computer Science,E,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Computer Science,B,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Chemical,F,,
S0159,3,B,CHEM,C0182,Control Systems,4,6,2,F0483,CHEM,378,Physics,E,,
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Chemistry,B,LAB-267,31.0
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Chemistry,B,LAB-267,101.0
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Chemistry,B,LAB-267,16.0
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Mechanical,D,LAB-267,31.0
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Mechanical,D,LAB-267,101.0
S0159,3,B,CHEM,C0370,Artificial Intelligence,1,6,2,F0296,CHEM,398,Mechanical,D,LAB-267,16.0
S0160,2,A,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,Mathematics,H,,
S0160,2,A,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,English,H,,
S0160,2,A,CSE,C0630,Structural Analysis,3,4,4,F0740,CSE,214,Electronics,E,,
S0160,2,A,CSE,C0240,Fluid Mechanics,5,3,3,F0071,CSE,173,Electronics,H,,
S0160,2,A,CSE,C0240,Fluid Mechanics,5,3,3,F0071,CSE,173,English,A,,
S0160,2,A,CSE,C0926,Computer Networks,3,5,2,F0005,CSE,383,Mechanical,H,,
S0160,2,A,CSE,C0926,Computer Networks,3,5,2,F0005,CSE,383,Electronics,B,,
S0160,2,A,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Chemistry,H,,
S0160,2,A,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Electrical,H,,
S0160,2,A,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Chemistry,F,,
S0160,2,A,CSE,C0271,Data Structures,4,3,4,F0902,CSE,385,Physics,C,,
S0160,2,A,CSE,C0611,Data Structures,5,6,4,F0711,CSE,194,Economics,C,,
S0160,2,A,CSE,C0611,Data Structures,5,6,4,F0711,CSE,194,Economics,E,,
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,53.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,111.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,17.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,78.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,86.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,73.0
S0160,2,A,CSE,C0162,Cyber Security,5,5,2,F0895,CSE,206,Physics,C,LAB-1,34.0
S0161,2,D,IT,C0983,Organic Chemistry,5,5,5,F0077,IT,559,Civil,H,,
S0161,2,D,IT,C0983,Organic Chemistry,5,5,5,F0077,IT,559,Economics,H,,
S0161,2,D,IT,C0983,Organic Chemistry,5,5,5,F0077,IT,559,Economics,D,,
S0161,2,D,IT,C0983,Organic Chemistry,5,5,5,F0077,IT,559,Chemistry,C,,
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemistry,A,LAB-123,75.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemistry,A,LAB-123,120.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemistry,A,LAB-123,105.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemistry,A,LAB-123,64.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Mathematics,H,LAB-123,75.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Mathematics,H,LAB-123,120.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Mathematics,H,LAB-123,105.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Mathematics,H,LAB-123,64.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemical,F,LAB-123,75.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemical,F,LAB-123,120.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemical,F,LAB-123,105.0
S0161,2,D,IT,C0469,Microbiology,1,3,2,F0051,IT,566,Chemical,F,LAB-123,64.0
S0161,2,D,IT,C0316,Thermodynamics,4,4,2,F0179,IT,429,Computer Science,B,,
S0161,2,D,IT,C0316,Thermodynamics,4,4,2,F0179,IT,429,Physics,A,,
S0161,2,D,IT,C0316,Thermodynamics,4,4,2,F0179,IT,429,Management,H,,
S0161,2,D,IT,C0582,Thermodynamics,4,4,4,F0457,IT,281,Electronics,D,,
S0161,2,D,IT,C0472,Artificial Intelligence,8,3,5,F0292,IT,321,Civil,C,,
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,C,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,C,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,C,LAB-3,33.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Biotechnology,B,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Biotechnology,B,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Biotechnology,B,LAB-3,33.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,A,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,A,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Electrical,A,LAB-3,33.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,F,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,F,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,F,LAB-3,33.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Economics,B,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Economics,B,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Economics,B,LAB-3,33.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,A,LAB-3,22.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,A,LAB-3,102.0
S0161,2,D,IT,C0561,Thermodynamics,2,5,4,F0693,IT,579,Chemical,A,LAB-3,33.0
S0162,3,C,ECE,C0680,Data Structures,1,2,5,F0278,ECE,575,Mathematics,A,,
S0162,3,C,ECE,C0919,Digital Electronics,7,6,2,F0647,ECE,148,Electronics,G,,
S0162,3,C,ECE,C0919,Digital Electronics,7,6,2,F0647,ECE,148,Economics,E,,
S0162,3,C,ECE,C0919,Digital Electronics,7,6,2,F0647,ECE,148,Civil,D,,
S0162,3,C,ECE,C0785,Digital Electronics,3,6,3,F0542,ECE,171,English,E,LAB-274,68.0
S0162,3,C,ECE,C0785,Digital Electronics,3,6,3,F0542,ECE,171,English,E,LAB-274,83.0
S0162,3,C,ECE,C0785,Digital Electronics,3,6,3,F0542,ECE,171,English,E,LAB-274,14.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Chemistry,G,LAB-167,95.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Chemistry,G,LAB-167,55.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Chemistry,G,LAB-167,20.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Chemistry,G,LAB-167,13.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Economics,G,LAB-167,95.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Economics,G,LAB-167,55.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Economics,G,LAB-167,20.0
S0162,3,C,ECE,C0786,Artificial Intelligence,5,6,4,F0373,ECE,362,Economics,G,LAB-167,13.0
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Electronics,C,,
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Electrical,E,,
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Computer Science,E,,
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Computer Science,B,,
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Chemical,F,,
S0162,3,C,ECE,C0455,Power Systems,1,2,5,F0387,ECE,378,Physics,E,,
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Civil,G,LAB-277,110.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Civil,G,LAB-277,91.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Civil,G,LAB-277,37.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,English,F,LAB-277,110.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,English,F,LAB-277,91.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,English,F,LAB-277,37.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Electronics,G,LAB-277,110.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Electronics,G,LAB-277,91.0
S0163,3,B,EEE,C0409,Fluid Mechanics,8,2,2,F0381,EEE,530,Electronics,G,LAB-277,37.0
S0163,3,B,EEE,C0892,Thermodynamics,8,3,4,F0775,EEE,165,Physics,G,,
S0163,3,B,EEE,C0892,Thermodynamics,8,3,4,F0775,EEE,165,Civil,C,,
